代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％,展望
8G03,瀚亞印度策略收益債券基金-美元B月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,印度,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,3.61,0.09,0.3,-0.67,-0.04,1.38億(),2017/9/12,2.86,1.41,0.79,1.41,2.89,4.62,-1.24,6.24,受惠廣大的國內市場，印度成長動能強勁。印度市場是以內資資金為主要參與對象，穩定的現金流挹注使印股表現較為穩健也突顯其投資優勢。
8G13,瀚亞多重收益優化組合基金-A美元累積,穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,6.32,0.07,0.64,0.48,0.06,10.58億(),2018/9/26,-2.7,-1.72,-2.55,-1.72,2.69,14.23,7.88,34.19,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8G14,瀚亞多重收益優化組合基金-B美元月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,6.28,0.07,0.64,-0.38,-0.03,67.36億(),2018/9/26,-2.72,-1.77,-1.67,-1.77,2.7,14.29,7.94,34.17,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8G15,瀚亞多重收益優化組合基金-B人民幣月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,人民幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,6.04,0.04,0.57,0,0,1.93億(),2018/9/26,-2.99,-2.29,-0.14,-2.29,1.95,16.15,12.32,34.21,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8G16,瀚亞多重收益優化組合基金-B澳幣月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,澳幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,5.23,0.14,0.38,-0.11,-0.01,0.75億(),2018/9/26,-2.91,-2.32,1.47,-2.32,3.74,15.97,15.43,16.68,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8G19,瀚亞多重收益優化組合基金B日幣月配現(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,日圓,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,7.3,-0.01,0.26,-0.14,-0.14,10.46億(),2024/3/11,-3.11,-3.95,0.38,-3.95,0.6,,,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8G20,瀚亞美國高科技基金A美元累積,穩健型,美元,美國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,28.59,-0.1,1.11,1.5,0.18,7.63億(),2021/5/24,-11.34,-17.68,-12.04,-17.68,-12.23,39.27,19.14,,數位轉型仍是多數企業的目標之一，且科技能顯著提高生產力、創造新商業模式，具備一定優勢。
8H01,柏瑞全球策略非投資等級債券基金-B月現澳(本基金之配息來源可能為本金),穩健型,澳幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.29,0.23,0.83,-0.25,-0.02,0.53億(),2014/1/27,-1.8,-0.34,1.39,-0.34,4.39,12.71,7.38,17.77,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8H02,柏瑞特別股息收益基金-B澳幣月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,澳幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,4.27,-0.01,0.34,-0.42,-0.03,7.50億(),2017/8/1,-2.14,-1.02,-1.07,-1.02,1.61,9.18,5.02,22.2,此類型標的介於股債之間，收益率通常高於傳統債券；股利率也較普通股穩定且較易預期，長期表現相對穩健。
8H03,柏瑞多重資產特別收益基金-A澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,2.69,0.31,0.63,0.17,0.02,0.26億(),2018/1/31,-0.91,0.53,1.65,0.53,4.13,12.03,7.2,21.83,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8H04,柏瑞多重資產特別收益基金-B澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,3.06,0.21,0.72,-0.46,-0.03,0.41億(),2018/1/31,-1.54,-0.09,1.65,-0.09,4.12,11.32,7.11,21.78,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8H05,柏瑞新興動態多重資產基金-A澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,新興市場,國內,多重資產型,多重資產型,國內-多重資產型,無,7.44,0.16,0.62,0.83,0.07,0.11億(),2019/10/31,-0.36,3.79,-1.44,3.79,5.26,9.58,1.04,10.42,股票部位較能提供資本利得，債券部位則可提供合理收益水準，而新興市場債券之殖利率相較成熟市場又會來的相對高些，透過股債配置方式可降低投組波動，並有效分散投資風險。
8H06,柏瑞新興動態多重資產基金-B澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,新興市場,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.51,0.14,0.62,0.37,0.02,0.05億(),2019/10/31,-0.81,3.33,-1.43,3.33,5.27,9.08,1.04,10.36,股票部位較能提供資本利得，債券部位則可提供合理收益水準，而新興市場債券之殖利率相較成熟市場又會來的相對高些，透過股債配置方式可降低投組波動，並有效分散投資風險。
8H07,柏瑞ESG量化債券基金-A澳幣累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,澳幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,4.74,0.22,0.66,0.39,0.04,0.25億(),2020/1/30,-0.16,1.88,1.11,1.88,4.81,6.28,-2.57,-1.7,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8H08,柏瑞ESG量化債券基金-B澳幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,澳幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,4.83,0.19,0.64,-0.11,-0.01,1.02億(),2020/1/30,-0.65,1.4,1.12,1.4,4.81,5.76,-2.65,-1.84,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8H09,柏瑞ESG量化多重資產基金A澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,4.56,0.2,0.42,0.41,0.04,0.17億(),2020/11/30,-1.3,0.27,0.85,0.27,4.45,13.59,7.51,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8H10,柏瑞ESG量化多重資產基金B澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,4.91,0.15,0.46,-0.36,-0.03,0.68億(),2020/11/30,-2.05,-0.47,0.84,-0.47,4.43,12.72,7.34,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8H11,柏瑞趨勢動態多重資產基金-A澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,8.61,0.1,0.81,0.52,0.06,0.27億(),2022/1/18,-2.18,-1.47,0.2,-1.47,3.91,12.99,10.81,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8H12,柏瑞趨勢動態多重資產基金-B澳幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,8.74,0.08,0.83,0.11,0.01,0.34億(),2022/1/18,-2.58,-1.86,0.21,-1.86,3.92,12.52,10.86,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8H13,柏瑞利率對策多重資產基金A澳累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,6.39,0.12,0.64,0.31,0.04,0.24億(),2023/6/21,-1.67,-0.75,-0.49,-0.75,3.71,,,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8H14,柏瑞利率對策多重資產基金B澳配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,6.54,0.1,0.66,-0.1,-0.01,0.21億(),2023/6/21,-2.08,-1.14,-0.47,-1.14,3.72,,,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8I01,鋒裕匯理全球非投資等級債券基金-N2美累,穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.83,0.47,0.22,0.09,0.01,5.92億(),2019/5/31,-1.19,0.75,1.41,0.75,5.99,16.88,6.72,26.17,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I02,鋒裕匯理全球非投資等級債基金-ND美月現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.86,0.46,0.22,0,0,46.55億(),2019/5/31,-1.25,0.67,1.38,0.67,5.92,16.89,6.67,26.11,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I03,鋒裕匯理全球非投資等級債券基金─N2人累,穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.83,0.21,0.23,0,0,1.59億(),2019/5/31,-1.4,0.29,0.19,0.29,3.34,10.61,-0.19,23.01,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I04,鋒裕匯理全球非投資等級債基金-ND人月現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.88,0.22,0.25,0,0,8.44億(),2019/5/31,-1.38,0.37,0.26,0.37,3.41,10.73,-0.12,22.74,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I05,鋒裕匯理全球非投資等級債券基金─N2澳累,穩健型,澳幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.71,0.42,0.23,0.1,0.01,0.90億(),2019/5/31,-1.09,0.71,1.22,0.71,5.29,14.11,2.37,20.02,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I06,鋒裕匯理全球非投資等級債基金-ND澳月現(本基金之配息來源可能為本金),穩健型,澳幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.79,0.37,0.23,0,0,5.96億(),2019/5/31,-1.19,0.6,0.91,0.6,4.85,13.82,2.1,18.89,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I07,鋒裕匯理全球非投資等級債券基金─N2南累,穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.71,0.83,0.22,0.08,0.01,0.32億(),2019/5/31,-0.84,1.56,3.18,1.56,9.35,24.33,16.41,48.85,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I08,鋒裕匯理全球非投資債券基金-ND南月現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.7,0.78,0.2,0,0,4.94億(),2019/5/31,-0.92,1.44,2.94,1.44,8.86,23.71,15.74,47.94,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I09,鋒裕匯理新興市場非投資等級債基金N2美累,穩健型,美元,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.37,0.31,1.3,0.29,0.03,0.74億(),2019/12/19,-1.14,1.46,0.19,1.46,6.98,16.82,12.65,25.85,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I10,鋒裕匯理新興市場非投資等級債基金ND美現(本基金之配息來源可能為本金),穩健型,美元,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.37,0.31,1.31,0.3,0.02,6.35億(),2019/12/19,-1.08,1.59,0.24,1.59,6.98,16.79,12.72,25.96,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I11,鋒裕匯理新興市場非投資等級債基金N2人累,穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.37,0.16,1.31,0.2,0.02,0.36億(),2019/12/19,-1.36,1.1,-0.98,1.1,4.1,10.45,5.29,22.44,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I12,鋒裕匯理新興市場非投資等級債基金ND人現(本基金之配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.27,0.17,1.27,0.32,0.02,1.64億(),2019/12/19,-1.27,1.14,-0.77,1.14,4.23,10.59,5.36,22.62,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I13,鋒裕匯理新興市場非投資等級債基金N2澳累,穩健型,澳幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.3,0.26,1.3,0.31,0.03,0.35億(),2019/12/19,-1.22,1.36,-0.1,1.36,6.02,13.87,7.67,18.6,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I14,鋒裕匯理新興市場非投資等級債基金ND澳現(本基金之配息來源可能為本金),穩健型,澳幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.29,0.26,1.28,0.32,0.02,1.13億(),2019/12/19,-1.2,1.46,-0.05,1.46,5.96,13.71,7.6,18.63,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I15,鋒裕匯理新興市場非投資等級債基金N2南累,穩健型,南非幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.31,0.44,1.28,0.24,0.03,0.10億(),2019/12/19,-0.89,2.07,1.57,2.07,9.51,22.95,21.5,48.08,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I16,鋒裕匯理新興市場非投資等級債基金ND南現(本基金之配息來源可能為本金),穩健型,南非幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.4,0.45,1.3,0.32,0.02,1.07億(),2019/12/19,-0.73,2.3,1.66,2.3,9.86,23.36,22.04,47.96,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
8I17,鋒裕匯理美國非投資等級債券基金-N2美累(本基金之配息來源可能為本金),穩健型,美元,美國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.42,0.38,0.42,0.19,0.02,0.35億(),2021/3/19,-0.84,0.85,0.19,0.85,5.78,14.94,7.49,,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I18,鋒裕匯理美國非投資等級債基金-ND美月現(本基金之配息來源可能為本金),穩健型,美元,美國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.42,0.38,0.41,0.13,0.01,1.36億(),2021/3/19,-0.83,0.87,0.21,0.87,5.84,14.99,7.45,,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I19,鋒裕匯理美國非投資等級債券基金-N人幣累,穩健型,人民幣,美國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.57,0.16,0.44,0.2,0.02,0.19億(),2021/3/19,-1.07,0.49,-0.88,0.49,3.14,8.87,0.69,,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I20,鋒裕匯理美國非投資等級債基金-N人幣月現(本基金之配息來源可能為本金),穩健型,人民幣,美國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.55,0.15,0.41,0.14,0.01,0.41億(),2021/3/19,-1.15,0.43,-0.87,0.43,3.03,8.73,0.37,,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8I21,鋒裕匯理全球投資等級綠色債券基金N美累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.32,0.34,0.46,0.1,0.01,1.27億(),2022/1/24,-0.38,0.97,0.88,0.97,5.18,13.1,7.14,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I22,鋒裕匯理全球投資等級綠色債券基金N人累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,人民幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.29,0.12,0.47,0.21,0.02,0.11億(),2022/1/24,-0.51,0.72,-0.1,0.72,2.53,7.15,0.31,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I23,鋒裕匯理全球投資等級綠色債券基金N澳累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,澳幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.25,0.28,0.44,0.2,0.02,0.09億(),2022/1/24,-0.4,0.91,0.81,0.91,4.41,10.56,3,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I24,鋒裕匯理全球投資等級綠色債券基金N南累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,南非幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.29,0.6,0.46,0.18,0.02,0.13億(),2022/1/24,0,2.06,2.71,2.06,8.28,20.04,16.72,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I25,鋒裕匯理全球投資等級綠色債券基金N美月配(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.34,0.34,0.47,0.22,0.02,1.22億(),2022/1/24,-0.24,1.04,0.95,1.04,5.23,13.2,7.23,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I26,鋒裕匯理全球投資等級綠色債券基金N人月配(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,人民幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.36,0.11,0.47,0.12,0.01,0.82億(),2022/1/24,-0.61,0.54,-0.22,0.54,2.52,7.21,0.6,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I27,鋒裕匯理全球投資等級綠色債券基金N澳月配(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,澳幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.27,0.27,0.45,0.11,0.01,0.19億(),2022/1/24,-0.38,0.95,0.79,0.95,4.36,10.52,3.05,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I28,鋒裕匯理全球投資等級綠色債券基金N南月配(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,南非幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.34,0.58,0.45,0.23,0.02,0.13億(),2022/1/24,-0.07,1.82,2.5,1.82,8.16,19.85,16.63,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8I29,鋒裕匯理全球淨零碳排企業債基金ND美月現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,6.27,0.15,0.97,0.2,0.02,1.11億(),2024/1/18,-0.1,1.98,-0.79,1.98,4.29,,,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8K01,柏瑞全球策略非投資等級債券基金-B月現南(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.62,0.4,0.93,-0.25,-0.02,0.47億(),2014/2/14,-1.86,0.04,2.09,0.04,6.94,19.3,20.74,47.2,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8K02,柏瑞全球策略量化債券基金-B南非幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,南非幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,4.89,0.37,0.66,-0.33,-0.03,0.35億(),2021/4/20,-0.61,2.23,2.29,2.23,8.38,15.56,16.09,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8K03,柏瑞ESG量化多重資產基金B南非幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,5.32,0.19,0.49,-0.65,-0.05,0.51億(),2020/11/30,-2.31,-0.53,1.56,-0.53,5.78,18.58,19.49,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M01,柏瑞全球策略非投資等級債券基金A人民幣累,穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.13,0.14,0.85,0.19,0.03,0.35億(),2014/9/18,-1.66,-0.27,-0.25,-0.27,2.68,10.18,3.93,25.47,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8M02,柏瑞全球策略非投資等級債券基金B人幣月現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.45,0.09,0.92,-0.27,-0.02,2.11億(),2014/9/18,-2.11,-0.72,-0.05,-0.72,2.88,9.67,4.03,25.72,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8M03,柏瑞亞太非投資等級債券基金-A人民幣累積,穩健型,人民幣,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.7,0.24,0.41,-0.29,-0.03,0.06億(),2015/11/5,-0.2,1.31,-0.18,1.31,4.38,8.41,7.98,-1.05,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8M04,柏瑞亞太非投資等級債券基金-B人幣月配現(本基金之配息來源可能為本金),穩健型,人民幣,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.01,0.15,0.57,-1.32,-0.06,0.82億(),2015/11/5,-1.23,0.26,-0.22,0.26,4.31,7.29,8.22,-1.32,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8M05,柏瑞新興亞太策略債券基金-人民幣累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,4.02,0.18,0.55,0.13,0.02,0.14億(),2015/6/17,-0.33,1.46,-0.58,1.46,3.67,6.01,4.84,6.94,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
